Key,ParentTechniqueID,Value
T1132.001,T1132,"Software has used basE91 encoding, along with encryption, for C2 communication."
T1560.001,T1560,"Attacker has used a variety of utilities, including WinRAR, to archive collected data with password protection."
T1027.009,T1027,Software has an embedded second stage DLL payload within the first stage of the malware.
T1078.003,T1078,Password reuse may allow the abuse of local accounts across a set of machines on a network for the purposes of Privilege Escalation and Lateral Movement.
T1590.001,T1590,"Information about domains and their properties may include a variety of details, including what domain the victim owns as well as administrative data"
T1055.001,T1055,Software has loaded an encrypted DLL into memory and then executes it.
T1566.001,T1566,Spearphishing attachment is different from other forms of spearphishing in that it employs the use of malware attached to an email.
T1480.001,T1480,This can be used to prevent exposure of capabilities in environments that are not intended to be compromised or operated within.
T1036.005,T1036,Software has been named `exec_32.dll` to mimic a legitimate MS Outlook .dll.
T1137.001,T1137,Examples for both Word and Excel have been discovered and published.
T1584.008,T1584,"Network devices, such as small office/home office  routers, may be compromised where the adversary's ultimate goal is not  to that environment -- instead leveraging these devices to support additional targeting."
T1587.004,T1587,"As part of the exploit development process, adversaries may uncover exploitable vulnerabilities through methods such as fuzzing and patch analysis."
T1555.003,T1555,Software can gather credentials from a number of browsers.
T1059.005,T1059,Software has the ability to save and execute VBScript.
T1036.004,T1036,"Software can mimic the names and descriptions of legitimate services such as `iphlpsvc`, `IP Helper`,  and `Onedrive` to evade detection."
T1070.001,T1070,Software clears the system event logs using <code> OpenEventLog/ClearEventLog APIs </code>.
T1195.002,T1195,Attacker gained initial network access to some victims via a trojanized update of SolarWinds Orion software.
T1036.005,T1036,"Software has impersonated the legitimate goopdate.dll, which was dropped on the target system with a legitimate GoogleUpdate.exe."
T1071.001,T1071,Software uses HTTP for C2 communications.
T1566.003,T1566,These services are more likely to have a less-strict security policy than an enterprise.
T1546.011,T1546,"However, certain shims can be used to  , inject DLLs into processes , disable Data Execution Prevention  and Structure Exception Handling , and intercept memory addresses ."
T1547.001,T1547,Attacker has dropped malicious files into the startup folder `%AppData%\Microsoft\Windows\Start Menu\Programs\Startup` on a compromised host in order to maintain persistence.
T1053.002,T1053,"On Linux and macOS, Software may be invoked by the superuser as well as any users added to the <code>at.allow</code> file."
T1027.002,T1027,Software has been packed for obfuscation.
T1542.003,T1542,The MBR is the section of disk that is first loaded after completing hardware initialization by the BIOS.
T1048.003,T1048,"Software can exfiltrate data via a DNS tunnel or email, separately from its C2 channel."
T1071.001,T1071,Software has used HTTPS over port 443 for command and control.
T1565.002,T1565,"Software is capable of modifying email content, headers, and attachments during transit."
T1069.002,T1069,The knowledge of domain-level permission groups can help adversaries determine which groups exist and which users belong to a particular group.
T1543.003,T1543,Software has registered itself as a service to establish persistence.
T1562.002,T1562,"During the Attacker, used `AUDITPOL` to prevent the collection of audit logs."
T1059.006,T1059,Software toolchain to drop payloads.
T1583.001,T1583,Attacker has registered domains for targeting intended victims.
T1087.001,T1087,Software can identify users with local administrator rights.
T1053.005,T1053,Attacker has used Windows Scheduled Tasks to establish persistence on local and remote hosts.
T1071.004,T1071,Attacker has used remote access tools that leverage DNS in communications with C2.
T1059.003,T1059,Software has the ability to execute arbitrary commands via `cmd.exe`.
T1027.011,T1027,Software can store its configuration in the Registry at `HKCU\Software\` under frequently changing names including <code>%USERNAME%</code> and <code>ToolTech-RM</code>.
T1027.010,T1027,"During , the threat actors used encoded PowerShell commands."
T1001.003,T1001,Adversaries may impersonate legitimate protocols or web service traffic to disguise command and control activity and thwart analysis efforts.
T1070.004,T1070,Software has the ability to delete files and directories on compromised hosts.
T1070.008,T1070,Adversaries may modify mail and mail application data to remove evidence of their activity.
T1027.013,T1027,"Software can obfuscate variable names, encrypt strings, as well as base64 encode and Rijndael encrypt payloads."
T1547.012,T1547,Adversaries may abuse print processors to run malicious DLLs during system boot for persistence and/or privilege escalation.
T1557.003,T1557,"Rather than establishing an AiTM position, adversaries may also abuse DHCP spoofing to perform a DHCP exhaustion attack ) by generating many broadcast DISCOVER messages to exhaust a network’s DHCP allocation pool."
T1573.001,T1573,Software can RC4 encrypt all incoming and outgoing C2 messages.
T1071.003,T1071,Software can send email over SMTP.
T1585.003,T1585,Establishing cloud accounts may allow adversaries to develop sophisticated capabilities without managing their own servers.
T1588.002,T1588,"In addition to freely downloading or purchasing software, adversaries may steal software and/or software licenses from third-party entities ."
T1587.003,T1587,For Attacker established SSL certificates on the typo-squatted domains the group registered.
T1059.003,T1059,Software can execute commands via the command line utility.
T1567.002,T1567,Attacker has exfiltrated stolen data to Dropbox using a customized version of dbxcli.
T1055.009,T1055,Proc memory injection involves enumerating the memory of a process via the /proc filesystem  then crafting a return-oriented programming  payload with available gadgets/instructions.
T1573.002,T1573,Software can secure C2 communications with SSL and TLS.
T1547.001,T1547,Software achieves persistence by adding itself to the <code>HKCU\SOFTWARE\Microsoft\Windows\CurrentVersion\Run</code> Registry key.
T1087.002,T1087,Software can enumerate domain accounts via <code>net.exe user /domain</code>.
T1562.003,T1562,Attacker has prepended a space to all of their terminal commands to operate without leaving traces in the HISTCONTROL environment.
T1059.002,T1059,These AppleEvent messages can be sent independently or easily scripted with AppleScript.
T1070.004,T1070,Software has the ability to delete folders and files from a targeted system.
T1543.003,T1543,"Software can be added as a service to establish persistence. Software also has a module to change service configurations as well as start, control, and delete services."
T1518.001,T1518,Attacker has used scripts to detect security software.
T1071.001,T1071,Software has used HTTP for C2.
T1218.010,T1218,Software has used <code>regsvr32.exe</code> to launch malicious DLLs.
T1059.006,T1059,Adversaries can use these libraries to download and execute commands or other scripts as well as perform various malicious behaviors.
T1053.004,T1053,<code>launchd</code> can also be abused to run a process under the context of a specified account.
T1505.005,T1505,"The <code>termsrv.dll</code> file, typically stored in `%SystemRoot%\System32\`, is the default <code>ServiceDll</code> value for Terminal Services in `HKLM\System\CurrentControlSet\services\TermService\Parameters\`."
T1499.002,T1499,"This flood relies on raw volume to accomplish the objective, exhausting any of the various resources required by the victim software to provide the service."
T1132.001,T1132,Software C2 traffic is base64-encoded.
T1553.002,T1553,Software drops a signed Microsoft DLL to disk.
T1098.001,T1098,During Attacker used aws_consoler  to create temporary federated credentials for fake users in order to obfuscate which AWS credential is compromised and enable pivoting from the AWS CLI to console sessions without MFA.
T1074.001,T1074,"During , stolen data was copied into a text file using the format `From <COMPUTER-NAME> .txt` prior to compression, encoding, and exfiltration."
T1114.001,T1114,Outlook stores data locally in offline data files with an extension of .ost.
T1003.001,T1003,These credential materials can be harvested by an administrative user or SYSTEM and used to conduct  using .
T1498.002,T1498,This third-party server is commonly termed a reflector.
T1059.001,T1059,"Attacker has used PowerShell to run a series of base64-encoded commands, that acted as a stager and enumerated hosts."
T1059.002,T1059,AppleScripts do not need to call <code>osascript</code> to execute.
T1547.001,T1547,"Attacker has maintained persistence by modifying Registry run key value 
 <code>HKEY_CURRENT_USER\Software\Microsoft\Windows\CurrentVersion\Run\</code>."
T1056.001,T1056,Software uses a keylogger.
T1070.004,T1070,Software will delete files on the system.
T1560.001,T1560,Adversaries may abuse various utilities to compress or encrypt data before exfiltration.
T1547.001,T1547,Software has added persistence to the `HKEY_CURRENT_USER\Software\Microsoft\Windows\CurrentVersion\Run` Registry key.
T1557.002,T1557,An adversary may passively wait for an ARP request to poison the ARP cache of the requesting device.
T1059.005,T1059,Software can use VBS scripts to execute malicious DLLs.
T1071.001,T1071,Software communicates to its C2 server over HTTP.
T1070.004,T1070,"Software will delete the folder containing malicious scripts if it detects the hostname as `PIS-APP`, `PIS-MOB`, `WSUSPROXY`, or `PIS-DB`."
T1218.007,T1218,Software can use MSI files with embedded VBScript for execution.
T1059.003,T1059,Software has provided the ability to execute shell commands on a compromised host.
T1087.003,T1087,"In on-premises Exchange and Exchange Online, the<code>Get-GlobalAddressList</code> PowerShell cmdlet can be used to obtain email addresses and accounts from a domain using an authenticated session."
T1548.005,T1548,"While the user that creates the resource does not directly assume the role they pass to it, they may still be able to take advantage of the role's access -- for example, by configuring the resource to perform certain actions with the permissions it has been granted."
T1102.001,T1102,Use of a dead drop resolver may also protect back-end C2 infrastructure from discovery through malware binary analysis while also enabling operational resiliency .
T1566.002,T1566,"URLs may also be obfuscated by taking advantage of quirks in the URL schema, such as the acceptance of integer- or hexadecimal-based hostname formats and the automatic discarding of text before an “@” symbol: for example, `hxxp://google.com@1157586937`."
T1505.003,T1505,"Attacker has used web shells, often to maintain access to a victim network."
T1027.010,T1027,Software has used base64 encoding to obfuscate scripts on the system.
T1547.004,T1547,Attacker has created the Registry key <code>HKCU\Software\Microsoft\Windows NT\CurrentVersion\Winlogon\Shell</code> and sets the value to establish persistence.
T1071.003,T1071,Attacker has used multiple backdoors which communicate with a C2 server via email attachments.
T1090.002,T1090,"Compromised systems outside of the victim environment may be used for these purposes, as well as purchased infrastructure such as cloud-based resources or virtual private servers."
T1204.001,T1204,Attacker has delivered malicious links to achieve execution on the target system.
T1021.002,T1021,Attacker has used Windows admin shares to move laterally.
T1071.004,T1071,Software  can direct queries to custom DNS servers and return C2 commands using TXT records.
T1021.002,T1021,Software uses Software to interact with the <code>ADMIN$</code> network share to execute commands on remote systems.
T1598.003,T1598,Adversaries may send spearphishing messages with a malicious link to elicit sensitive information that can be used during targeting.
T1583.006,T1583,During Attacker used file hosting services like DropBox and OneDrive.
T1090.002,T1090,Attacker uses compromised residential endpoints as proxies for defense evasion and network access.
T1567.002,T1567,Attacker has used WebDAV to upload stolen USB files to a cloud drive. Attacker has also exfiltrated stolen files to OneDrive and 4shared.
T1587.001,T1587,"Use of a contractor may be considered an extension of that adversary's malware development capabilities, provided the adversary plays a role in shaping requirements and maintains a degree of exclusivity to the malware."
T1566.004,T1566,"For example, victims may receive phishing messages that instruct them to call a phone number where they are directed to visit a malicious URL, download malware, or install adversary-accessible remote management tools ) onto their computer."
T1608.002,T1608,"Adversaries may upload tools to support their operations, such as making a tool available to a victim network to enable  by placing it on an Internet accessible web server."
T1590.006,T1590,"Information about network security appliances may include a variety of details, such as the existence and specifics of deployed firewalls, content filters, and proxies/bastion hosts."
T1071.002,T1071,"Protocols such as SMB, FTP, FTPS, and TFTP that transfer files may be very common in environments."
T1027.001,T1027,Attacker used large size files to avoid detection by security solutions with hardcoded size limits.
T1484.002,T1484,Attacker adds a federated identity provider to the victim’s SSO tenant and activates automatic account linking.
T1090.003,T1090,Software used Software nodes for C2.
T1087.002,T1087,This information can help adversaries determine which domain accounts exist to aid in follow-on behavior such as targeting specific accounts which possess particular privileges.
T1574.012,T1574,"Starting with .NET Framework 4, the profiling DLL does not need to be registered as long as the location of the DLL is specified in the COR_PROFILER_PATH environment variable."
T1074.002,T1074,"Interactive command shells may be used, and common functionality within Software and bash may be used to copy data into a staging location."
T1547.001,T1547,Attacker has created shortcuts in the Startup folder to establish persistence.
T1059.006,T1059,Attacker has used Python-based tools for execution.
T1102.002,T1102,Software uses the Dropbox cloud storage service for command and control.
T1547.001,T1547,Software adds Run key entries in the Registry to establish persistence.
T1583.003,T1583,"Acquiring a VPS for use in later stages of the adversary lifecycle, such as Command and Control, can allow adversaries to benefit from the ubiquity and trust associated with higher reputation cloud service providers."
T1543.002,T1543,"By default, system level unit files are stored in the `/systemd/system` directory of the root owned directories ."
T1564.001,T1564,Software has the capability to exfiltrate stolen data to a hidden folder on a removable drive.
T1588.001,T1588,"Third-party entities can include technology companies that specialize in malware development, criminal marketplaces , or from individuals."
T1027.013,T1027,"Attacker has used multiple types of encryption and encoding for their payloads, including AES, Caracachs, RC4, XOR, Base64, and other tricks such as creating aliases in code for  function names."
T1027.005,T1027,"Software includes a capability to modify the ""beacon"" payload to eliminate known signatures or unpacking methods."
T1218.005,T1218,Software uses mshta.exe to run malicious scripts on the system.
T1566.002,T1566,Attacker has sent spearphising emails with malicious links to potential victims.
T1027.002,T1027,Software has been packed with multiple layers of encryption.
T1027.010,T1027,Software has obfuscated various scripts.
T1090.002,T1090,"Many tools exist that enable traffic redirection through proxies or port redirection, including Software, ZXProxy, and ZXPortMap."
T1562.001,T1562,"Software can patch Antimalware Scan Interface , Windows Lockdown Policy , as well as exit-related  functions to avoid process termination."
T1027.011,T1027,"During , the threat actors stroed payloads in Windows CLFS  transactional logs."
T1560.001,T1560,Software compresses collected files with GZipStream before sending them to its C2 server.
T1001.002,T1001,Attacker has used steganography to hide its C2 communications.
T1546.008,T1546,Attacker has used the sticky-keys technique to bypass the RDP login screen on remote systems during intrusions.
T1059.003,T1059,Software uses Windows Script Components.
T1552.001,T1552,Software can use Lazagne for harvesting credentials.
T1548.006,T1548,"Once permissions are granted, the database stores the application's permissions and will not prompt the user again unless reset."
T1592.002,T1592,"Adversaries may gather this information in various ways, such as direct collection actions via   or ."
T1053.005,T1053,Software is used to schedule tasks on a Windows system to run at a specific date and time.
T1573.001,T1573,Software can use RC4 and XOR to encrypt C2 communications.
T1071.001,T1071,Software can use HTTP and HTTPS for command and control communication.
T1055.013,T1055,Adversaries may inject malicious code into process via process doppelgänging in order to evade process-based defenses as well as possibly elevate privileges.
T1204.002,T1204,Attacker has attempted to get victims to open malicious Microsoft Word attachment sent via spearphishing.
T1059.003,T1059,Software has used <code>cmd.exe /c</code> and batch files for execution.
T1036.005,T1036,"Attacker has renamed files to look like legitimate files, such as Windows update files or Schneider Electric application files."
T1132.001,T1132,Software uses Base64 encoding for communication in the message body of an HTTP request.
T1548.006,T1548,"When an application requests to access data or a service protected by TCC, the TCC daemon  checks the TCC database, located at `/Library/Application Support/com.apple.TCC/TCC.db` , for existing permissions."
T1027.011,T1027,Attacker has used the Registry to store encrypted and encoded payloads.
T1036.004,T1036,Software has established persistence by creating a new service named `FAX` after deleting the legitimate service by the same name.
T1204.002,T1204,"During , the threat actors relied on potential victims to open a malicious Microsoft Word document sent via email."
T1574.001,T1574,"Adversaries may plant trojan dynamic-link library files  in a directory that will be searched before the location of a legitimate library that will be requested by a program, causing Windows to load their malicious library when it is called for by the victim program."
T1560.003,T1560,Software has used a custom implementation of AES encryption to encrypt collected data.
T1573.001,T1573,Adversaries may employ a known symmetric encryption algorithm to conceal command and control traffic rather than relying on any inherent protections provided by a communication protocol.
T1480.001,T1480,Attacker has been observed utilizing environmental keying in payload delivery.
T1055.004,T1055,A handle to an existing victim process is first created with native Windows API calls such as <code>OpenThread</code>.
T1548.002,T1548,Software has attempted to bypass UAC using `fodhelper.exe` to escalate privileges.
T1562.004,T1562,"Adversaries may also modify host networking settings that indirectly manipulate system firewalls, such as interface bandwidth or network connection request thresholds."
T1518.001,T1518,Software has the ability to identify the installed anti-virus product on the compromised host.
T1053.005,T1053,Software can achieve persistence by copying its DLL to a subdirectory of %APPDATA% and creating a Visual Basic Script that will load the DLL via a scheduled task.
T1518.001,T1518,Software can check for antivirus and antimalware programs.
T1566.002,T1566,"All forms of spearphishing are electronically delivered social engineering targeted at a specific individual, company, or industry."
T1590.004,T1590,"Adversaries may gather this information in various ways, such as direct collection actions via  or ."
T1518.001,T1518,"Attacker has obtained information on security software, including security logging information that may indicate whether their malware has been detected."
T1555.003,T1555,Attacker has used the Stealer One credential stealer to target web browsers.
T1114.002,T1114,Attacker used a tool called MailSniper to search through the Exchange server mailboxes for keywords.
T1059.005,T1059,Attacker has used VBS scripts.
T1583.008,T1583,"Purchased ads may also target specific audiences using the advertising network’s capabilities, potentially further taking advantage of the trust inherently given to search engines and popular websites."
T1583.001,T1583,Adversaries may also use internationalized domain names  and different character sets (e.g.
T1027.013,T1027,Software encrypts strings with XOR. Software also encrypts all configuration and settings in AES and RC4.
T1027.002,T1027,The first stage of Software is delivered as a packed file.
T1567.003,T1567,"Furthermore, paid features and encryption options may allow adversaries to conceal and store data more securely."
T1574.002,T1574,Software side loads its communications module as a DLL into the <code>libcurl.dll</code> loader.
T1566.002,T1566,Software has been distributed as a malicious link within an email.
T1070.006,T1070,"Software can change the `CreationTime`, `LastAccessTime`, and `LastWriteTime` file time attributes when executed with `SYSTEM` privileges."
T1542.003,T1542,"An adversary who has raw access to the boot drive may overwrite this area, diverting execution during startup from the normal boot loader to adversary code."
T1562.003,T1562,"<code>HISTCONTROL</code> can also be set to ignore duplicate commands by setting it to ""ignoredups""."
T1586.001,T1586,"Attacker creates credential capture webpages to compromise existing, legitimate social media accounts."
T1567.002,T1567,Attacker has exfiltrated stolen files and data to actor-controlled Blogspot accounts.
T1027.013,T1027,Software has encrypted an ELF file.
T1021.002,T1021,Attacker malware SierraAlfa accesses the <code>ADMIN$</code> share via SMB to conduct lateral movement.
T1055.004,T1055,Queued APC functions are executed when the thread enters an alterable state.
T1546.008,T1546,Common methods used by adversaries include replacing accessibility feature binaries or pointers/references to these binaries in the Registry.
T1059.003,T1059,"Attacker has executed HTA files via cmd.exe, and used batch scripts for collection."
T1036.005,T1036,"Attacker has dropped their malware into legitimate installed software paths including: `C:\ProgramFiles\Realtek\Audio\HDA\AERTSr.exe`, `C:\Program Files \Foxit Software\Foxit Reader\FoxitRdr64.exe`, `C:\Program Files \Adobe\Flash Player\AddIns\airappinstaller\airappinstall.exe`, and `C:\Program Files \Adobe\Acrobat Reader DC\Reader\AcroRd64.exe`."
T1070.004,T1070,Software has the ability to delete files and directories.
T1027.003,T1027,Software can use .jpg and .bmp files to store its payload.
T1137.006,T1137,Adversaries may abuse Microsoft Office add-ins to obtain persistence on a compromised system.
T1547.012,T1547,Adversaries may abuse the print spooler service by adding print processors that load malicious DLLs at startup.
T1564.011,T1564,"Adversaries may invoke processes using `nohup`,  `-ErrorAction SilentlyContinue`, or similar commands that may be immune to hangups."
T1059.003,T1059,Software's server component is capable of opening a command terminal.
T1059.003,T1059,Attacker has executed Windows commands by using `cmd` and running batch scripts.
T1071.001,T1071,"Software has used HTTP for C2, including sending error codes in Cookie headers."
T1037.004,T1037,Software adds an entry to the rc.common file for persistence.
T1070.004,T1070,Software has commands to delete files and persistence mechanisms from the victim.
T1016.002,T1016,"For example, on Windows names and passwords of all Wi-Fi networks a device has previously connected to may be available through `netsh wlan show profiles` to enumerate Wi-Fi names and then `netsh wlan show profile “Wi-Fi name” key=clear` to show a Wi-Fi network’s corresponding password."
T1560.003,T1560,"Software can use a dynamic XOR key and a custom XOR methodology to encode data before exfiltration. Also, Software can encode C2 command output within a legitimate WebP file."
T1573.001,T1573,Software can send additional modules over C2 encrypted with a simple substitution cipher.
T1588.002,T1588,"Software, Software, Software, Software, Software, and Software."
T1574.002,T1574,Attacker has used legitimate applications to side-load malicious DLLs.
T1053.003,T1053,Software uses crontab for persistence if it does not have root privileges.
T1021.005,T1021,Software has the ability of performing remote desktop access via a VNC console.
T1547.001,T1547,"To establish persistence, Software identifies the Start Menu Startup directory and drops a link to its own executable disguised as an “Office Start,” “Yahoo Talk,” “MSN Gaming Z0ne,” or “MSN Talk” shortcut."
T1553.003,T1553,"Because of the varying executable file types and corresponding signature formats, Microsoft created software components called Subject Interface Packages   to provide a layer of abstraction between API functions and files."
T1048.003,T1048,This may include custom or publicly available encoding/compression algorithms  as well as embedding data within protocol headers and fields.
T1059.005,T1059,Attacker has used Visual Basic to download malicious payloads. Attacker has also used malicious VBA macros within maldocs disguised as forms that trigger when a victim types any content into the lure.
T1134.003,T1134,Attacker has utilized tools such as Incognito V2 for token manipulation and impersonation.
T1548.002,T1548,Software can utilize multiple methods to bypass UAC.
T1021.007,T1021,"Similarly, adversaries may connect to available cloud services through the web console or through the cloud command line interface  ), using commands such as <code>Connect-AZAccount</code> for Azure PowerShell, <code>Connect-MgGraph</code> for Microsoft Graph PowerShell, and <code>gcloud auth login</code> for the Google Cloud CLI."
T1587.003,T1587,"They include information about the key, information about its owner's identity, and the digital signature of an entity that has verified the certificate's contents are correct."
T1574.009,T1574,"This technique can be used for persistence if executables are called on a regular basis, as well as privilege escalation if intercepted executables are started by a higher privileged process."
T1546.016,T1546,"Depending on the distribution, Linux versions of package installer scripts are sometimes called maintainer scripts or post installation scripts."
T1547.001,T1547,Software establishes persistence by adding a Registry Run key.
T1218.011,T1218,Attacker has used `rundll32.exe` to execute malicious scripts and malware on a victim's network.
T1562.001,T1562,Software has stopped services related to anti-virus.
T1573.001,T1573,Attacker installed a Delphi backdoor that used a custom algorithm for C2 communications.
T1132.001,T1132,Software can Base64 encode system information sent to C2.
T1070.006,T1070,During the Attacker modified timestamps of backdoors to match legitimate Windows files.
T1071.002,T1071,Software has used FTP for C2 communications.
T1087.002,T1087,Software has the ability to enumerate domain admin accounts.
T1561.002,T1561,Attacker has used a custom MBR wiper named BOOTWRECK to render systems inoperable.
T1561.001,T1561,"Attacker has used malware like WhiskeyAlfa to overwrite the first 64MB of every drive with a mix of static and random buffers. A similar process is then used to wipe content in logical drives and, finally, attempt to wipe every byte of every sector on every drive. WhiskeyBravo can be used to overwrite the first 4.9MB of physical drives. WhiskeyDelta can overwrite the first 132MB or 1.5MB of each drive with random data from heap memory."
T1574.013,T1574,"After the process is hijacked and malicious code is executed, the <code>KernelCallbackTable</code> may also be restored to its original state by the rest of the malicious payload."
T1591.002,T1591,"Gathering this information may reveal opportunities for other forms of reconnaissance  or ), establishing operational resources  or ), and/or initial access , , or )."
T1016.001,T1016,Software with commands such as `CSIDL_SYSTEM\cmd.exe /c ping -n 1`.
T1573.002,T1573,Attacker used the Plink utility and other tools to create tunnels to C2 servers.
T1056.002,T1056,"Adversaries may also mimic common software authentication requests, such as those from browsers or email clients."
T1566.003,T1566,Attacker has used fake personas on social media to engage and target victims.
T1555.004,T1555,Attacker has used credential dumping tool named VALUEVAULT to steal credentials from the Windows Credential Manager.
T1204.002,T1204,Software has lured victims into opening macro-enabled Word documents for execution.
T1560.002,T1560,Software compressed data with zlib prior to sending it over C2.
T1573.002,T1573,Software can use TLS to encrypt its C2 channel.
T1027.006,T1027,Adversaries may deliver payloads to victims that bypass security controls through HTML Smuggling by abusing JavaScript Blobs and/or HTML5 download attributes.
T1070.001,T1070,Software can delete Windows Event logs by invoking the `OpenEventLogW` and `ClearEventLogW` functions.
T1587.004,T1587,Adversaries may use information acquired via  to focus exploit development efforts.
T1003.004,T1003,Software can dump LSA secrets.
T1550.002,T1550,"During , threat actors used pass-the-hash tools to obtain authenticated access to sensitive internal desktops and servers."
T1027.001,T1027,"Public file scanning services, such as VirusTotal, limits the maximum size of an uploaded file to be analyzed."
T1078.002,T1078,Domain accounts are those managed by Active Directory Domain Services where access and permissions are configured across systems and services that are part of that domain.
T1016.001,T1016,"Attacker has checked for network connectivity from a compromised host using `ping`, including attempts to contact `googlecom`."
T1546.012,T1546,During the Attacker modified and added entries within <code>HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Windows NT\CurrentVersion\Image File Execution Options</code> to maintain persistence.
T1218.001,T1218,"CHM files are compressed compilations of various content such as HTML documents, images, and scripting/web related programming languages such VBA, JScript, Java, and ActiveX."
T1592.002,T1592,Adversaries may gather information about the victim's host software that can be used during targeting.
T1056.004,T1056,"* **Inline hooking**, which overwrites the first bytes in an API function to redirect code flow."
T1585.002,T1585,"Adversaries can use accounts created with email providers to further their operations, such as leveraging them to conduct  or ."
T1059.009,T1059,APIs available in cloud environments provide various functionalities and are a feature-rich method for programmatic access to nearly all aspects of a tenant.
T1587.001,T1587,"Software and Software, in their operations."
T1102.002,T1102,Software can use public cloud-based storage providers for command and control.
T1003.001,T1003,"As well as in-memory techniques, the LSASS process memory can be dumped from the target host and analyzed on a local system."
T1071.001,T1071,Software can use HTTP and HTTPS in communications with remote hosts.
T1546.003,T1546,During Attacker used WMI event subscriptions to establish persistence for malware.
T1027.011,T1027,Software can store its encoded configuration file within <code>Software\Classes\scConfig</code> in either <code>HKEY_LOCAL_MACHINE</code> or <code>HKEY_CURRENT_USER</code>.
T1595.002,T1595,"Vulnerability scans typically harvest running software and version numbers via server banners, listening ports, or other network artifacts."
T1027.003,T1027,"Software can hide data in images, including use of the Least Significant Bit ."
T1588.004,T1588,SSL/TLS certificates are designed to instill trust.
T1098.002,T1098,Adversaries may also assign mailbox folder permissions through individual folder permissions or roles.
T1003.001,T1003,"Attacker has used publicly available tools to dump password hashes, including ProcDump and WCE."
T1078.002,T1078,"If Software cannot access shares using current privileges, it attempts access using hard coded, domain-specific credentials gathered earlier in the intrusion."
T1574.002,T1574,Software into memory on the victim machine.
T1218.009,T1218,The code with the registration and unregistration attributes will be executed even if the process is run under insufficient privileges and fails to execute.
T1553.004,T1553,Cloned certificate chains will carry many of the same metadata characteristics of the source and can be used to sign malicious code that may then bypass signature validation tools
T1574.001,T1574,Programs that fall victim to path hijacking may appear to behave normally because malicious DLLs may be configured to also load the legitimate DLLs they were meant to replace.
T1070.006,T1070,"Many Software samples were programmed using Borland Delphi, which will mangle the default PE compile timestamp of a file."
T1027.008,T1027,Adversaries may use stripped payloads in order to make malware analysis more difficult.
T1547.007,T1547,.plist</code> within the <code>~/Library/Preferences/ByHost</code> directory.
T1574.014,T1574,"Alternatively, configuration files  or process environment variables that define .NET runtime settings may be tampered with to instruct otherwise benign .NET applications to load a malicious assembly  into the target process."
T1552.003,T1552,Adversaries can abuse this by looking through the file for potential credentials.
T1558.001,T1558,Golden tickets enable adversaries to generate authentication material for any account in Active Directory.
T1027.013,T1027,Software's DLL file and non-malicious decoy file are encrypted with RC4 and some function name strings are obfuscated.
T1574.007,T1574,The PATH environment variable contains a list of directories  that the OS searches sequentially through in search of the binary that was called from a script or the command line.
T1003.007,T1003,"When executing with root privileges, adversaries can search these memory locations for all processes on a system that contain patterns indicative of credentials."
T1053.005,T1053,Software has used scheduled tasks to add persistence.
T1568.002,T1568,Software has used the DynDNS service and a DGA based on the Dogecoin blockchain to generate C2 domains.
T1543.003,T1543,Software has created a Windows service named `WmdmPmSp` to establish persistence.
T1568.002,T1568,Attacker has used a DGA to generate URLs from executed macros.
T1059.003,T1059,Software has the ability to use the command line to control execution on compromised hosts.
T1027.009,T1027,"In some cases, embedded payloads may also enable adversaries to  by not impacting execution controls such as digital signatures and notarization tickets."
T1568.002,T1568,Software uses a DGA that is based on the day of the month for C2 servers.
T1518.001,T1518,Software enumerates the currently running processes related to a variety of security products.
T1036.005,T1036,Attacker has replaced .dockerd and .dockerenv with their own scripts and cryptocurrency mining software.
T1578.005,T1578,"Customers may request adjustments to these quotas to support increased computing needs, though these adjustments may require approval from the cloud provider."
T1110.003,T1110,Attacker has used password spraying to gain access to target systems.
T1071.002,T1071,Software supports SMB-based peer-to-peer C2 profiles.
T1204.002,T1204,Software has gained execution through users opening malicious attachments.
T1059.001,T1059,Software can execute PowerShell scripts.
T1543.003,T1543,Software can utilize built-in modules to modify service binaries and restore them to their original state.
T1070.004,T1070,Attacker has deleted the exfiltrated data on disk after transmission. Attacker has also used an instrumentor script to terminate browser processes running on an infected system and then delete the cookie files on disk.
T1562.003,T1562,Adversaries can abuse this to operate without leaving traces by simply prepending a space to all of their terminal commands.
T1573.001,T1573,Software C2 messages are encrypted with custom stream ciphers using six-byte or eight-byte keys.
T1059.003,T1059,Software can execute commands via the command line shell.
T1593.003,T1593,Adversaries may search various public code repositories for various information about a victim.
T1059.003,T1059,Software can use CMD to execute a process.
T1574.012,T1574,The COR_PROFILER is a .NET Framework feature which allows developers to specify an unmanaged  profiling DLL to be loaded into each .NET process that loads the Common Language Runtime .
T1574.002,T1574,Software loaders can be side-loaded with legitimate and signed executables including the  VLC.exe media player.
T1071.001,T1071,"During , the threat actors enabled HTTP and HTTPS listeners."
T1218.003,T1218,CMSTP.exe can also be abused to  and execute arbitrary commands from a malicious INF through an auto-elevated COM interface.
T1052.001,T1052,Software has a feature to copy files from every drive onto a removable drive in a hidden folder.
T1027.007,T1027,Adversaries may obfuscate then dynamically resolve API functions called by their malware in order to conceal malicious functionalities and impair defensive analysis.
T1059.006,T1059,Software is also written in Python.
T1070.004,T1070,Software is capable of file deletion along with other file system interaction.
T1132.001,T1132,Software can encode C2 data with a custom technique that utilizes Base64.
