Key,Value
T1068,Attacker has exploited CVE-2021-36934 to escalate privileges on a compromised host.
T1134,"There are also other mechanisms, such as Active Directory fields, that can be used to modify access tokens."
T1137,These persistence mechanisms can work within Outlook or be used through Office 365.
T1196,"Control Panel items are registered executable  or Control Panel  files, the latter are actually renamed dynamic-link library  files that export a CPlApplet function."
T1095,The Software malware platform can use ICMP to communicate between infected computers.
T1499,Adversaries may perform Endpoint Denial of Service  attacks to degrade or block the availability of services to users.
T1025,Software contains a module to collect data from removable drives.
T1049,Software can use <code>netstat</code> to enumerate network connections.
T1090,Software can act as a reverse proxy.
T1057,The discovery modules used with Software can collect information on process details.
T1033,"Adversaries may attempt to identify the primary user, currently logged in user, set of users that commonly uses a system, or whether a user is actively using the system."
T1485,Attacker has deleted the target's systems and resources both on-premises and in the cloud.
T1106,Attacker has deployed payloads that use Windows API calls on a compromised host.
T1221,"For example, template properties may reference a file, serving as a pre-formatted document blueprint, that is fetched when the document is loaded."
T1050,"When operating systems boot up, they can start programs or applications called services that perform background system functions."
T1584,"Instead of buying, leasing, or renting infrastructure an adversary may compromise infrastructure and use it during other phases of the adversary lifecycle."
T1078,Attacker has used compromised credentials to log on to other systems and escalate privileges.
T1105,During Attacker downloaded tools using victim organization systems.
T1601,"This can either be done live in memory during system runtime for immediate effect, or in storage to implement the change on the next boot of the network device."
T1189,Attacker has compromised targets via strategic web compromise utilizing custom exploit kits. Attacker used reflected cross-site scripting  against government websites to redirect users to phishing webpages.
T1082,Software can enumerate volumes and collect system boot configuration and CPU information.
T1187,Attacker has gathered hashed user credentials over SMB using spearphishing attachments with external resource links and by modifying .LNK file icon resources to collect credentials from virtualized systems.
T1531,Attacker deletes administrator accounts in victim networks prior to encryption.
T1078,Adversaries can instruct Software to spread laterally by copying itself to shares it has enumerated and for which it has obtained legitimate credentials . The remote host is then infected by using the compromised credentials to schedule a task on remote machines that executes the malware.
T1047,Software can use WMI queries to obtain system information.
T1600,"This poses a greater risk of unauthorized disclosure and may help facilitate data manipulation, Credential Access, or Collection efforts."
T1082,Attacker used <code>fsutil</code> to check available free space before executing actions that might create large files on disk.
T1083,"Software scans the victim for files that contain certain keywords and document types including PDF, DOC, DOCX, XLS, and XLSX, from a list that is obtained from the C2 as a text file. It can also identify logical drives for the infected machine."
T1547,Software has added persistence via the Registry key <code>HKEY_CURRENT_USER\Software\Microsoft\Windows NT\CurrentVersion\Windows\load</code> which causes the malware to run each time any user logs in.
T1538,"For example, the GCP Command Center can be used to view all assets, findings of potential security risks, and to run additional queries, such as finding public IP addresses and open ports."
T1069,This data may provide the adversary with information about the compromised environment that can be used in follow-on activity and targeting.
T1065,Software uses port 52100 and 5876 for C2 communications.
T1018,Adversaries may also analyze data from local host files  or other passive means  in order to discover the presence of remote systems in an environment.
T1049,"<code>who -a</code> and <code>w</code> can be used to show which users are currently logged in, similar to ""net session""."
T1083,Software searches for files on the system.
T1057,"Software can monitor the `/proc/Software processes as a part of its persistence when executing with non-root permissions. If the process is found dead, it resurrects the process. Software processes can be matched to an associated Advisory Lock, in the `/proc/locks` folder, to ensure it doesn't spawn more than one process."
T1043,"Software has used ports 20, 22, 80, 443, 8080, and 8443."
T1495,"Software module ""Trickboot"" can write or erase the UEFI/BIOS firmware of a compromised device."
T1105,Software has the ability to download additional files for execution on the victim's machine.
T1040,"Adversaries may passively sniff network traffic to capture information about an environment, including authentication material passed over the network."
T1189,Attacker has compromised targets via strategic web compromise  utilizing a custom exploit kit.
T1059,Attacker has utilized custom scripts to perform internal reconnaissance.
T1611,"In principle, containerized resources should provide a clear separation of application functionality and be isolated from the host environment."
T1219,Adversaries may similarly abuse response features included in EDR and other defensive tools that enable remote access.
T1031,"Software has a module to change service configurations as well as start, control, and delete services."
T1187,Attacker has gathered hashed user credentials over SMB using spearphishing attachments with external resource links and by modifying .LNK file icon resources to collect credentials from virtualized systems.
T1077,"Adversaries may use this technique in conjunction with administrator-level  to remotely access a networked system over server message block   to interact with systems using remote procedure calls ,  transfer files, and run transferred binaries through remote Execution."
T1018,Software can list NetBIOS computer names.
T1038,Windows systems use a common method to look for required DLLs to load into a program.
T1095,Adversaries may use an OSI non-application layer protocol for communication between host and C2 server or among infected hosts within a network.
T1069,Attacker used <code>net group</code> commands to enumerate various Windows user groups and permissions.
T1082,Adversaries may also leverage a  on network devices to gather detailed system information (e.g.
T1220,"]xsl</code>
* <code>msxsl.exe script[."
T1105,Software can download additional files.
T1121,The code with the registration and unregistration attributes will be executed even if the process is run under insufficient privileges and fails to execute.
T1106,"Software has used built-in API functions such as WNetOpenEnumW, WNetEnumResourceW, WNetCloseEnum, GetProcAddress, and VirtualAlloc."
T1007,Software can query service configuration information.
T1083,Software can enumerate directories on a compromise host.
T1219,Software has established tmate sessions for C2 communications.
T1072,"However, the system may require an administrative account to log in or to access specific functionality."
T1005,Software can collect information from a compromised host.
T1033,Software has the ability to identify the username on a compromised host.
T1586,Rather than creating and cultivating accounts (i.e.
T1095,Software can use TCP and KCP  over UDP for C2 communication.
T1016,Attacker has collected IP information via IPInfo.
T1105,Attacker has deployed secondary payloads and third stage implants to compromised hosts.
T1041,Software can exfiltrate collected documents through C2 channels.
T1069,Adversaries may attempt to discover group and permission settings.
T1082,Software collects general system enumeration data about the infected machine and checks the OS version.
T1120,Software will attempt to detect if a usable smart card is current inserted into a card reader.
T1027,Sometimes a user's action may be required to open and  for .
T1033,Software has enumerated all users connected to network shares.
T1005,Attacker has stolen data from compromised hosts.
T1090,Software can be used to proxy connections to machines located behind NAT or firewalls.
T1056,captures keystrokes.
T1059,Attacker has used various types of scripting for execution.
T1189,"Multiple ways of delivering exploit code to a browser exist ), including:

* A legitimate website is compromised where adversaries have injected some form of malicious code such as JavaScript, iFrames, and cross-site scripting
* Script files served to a legitimate website from a publicly writeable cloud storage bucket are modified by an adversary
* Malicious ads are paid for and served through legitimate ad providers )
* Built-in web application interfaces are leveraged for the insertion of any other kind of object that can be used to display web content or contain a script that executes on the visiting client (e.g."
T1095,Software can use TCP to communicate with command and control servers.
T1016,"Software gathered the local proxy, domain, IP, routing tables, mac address, gateway, DNS servers, and DHCP status information from an infected host."
T1083,Software can search for specific files on an infected host.
T1134,Software has the ability modify access tokens.
T1082,"Software can collect the hostname, operating system configuration, product ID, and disk space on victim machines by executing Software."
T1106,Software uses the API call ShellExecuteW for execution.
T1083,Software can browse the file system.
T1088,The impact to the user ranges from denying the operation under high enforcement to allowing the user to perform the action if they are in the local administrators group and click through the prompt or allowing them to enter an administrator password to complete the action.
T1561,Adversaries may opt to wipe arbitrary portions of disk data and/or wipe disk structures like the master boot record .
T1041,A Attacker file stealer can transfer collected files to a hardcoded C2 server.
T1129,"For example, adversaries can modularize functionality of their malware into shared objects that perform various functions such as managing C2 network communications or execution of specific actions on objective."
T1012,Software is capable of enumerating and making modifications to an infected system's Registry.
T1485,Software can overwrite files indicated by the attacker before deleting them.
T1095,Software has used raw TCP for C2.
T1105,Software can receive additional malicious components from an actor controlled C2 server and execute them on a compromised AD FS server.
T1140,"Software uses the AES algorithm, bit shifts in a function called `rotate`, and an XOR cipher to decrypt resources required for persistence, process guarding, and file locking. It also performs this same function on encrypted stack strings and the `head` and `key` sections in the network packet structure used for C2 communications."
T1049,Attacker obtains and saves information about victim network interfaces and addresses.
T1057,Software can identify the process for a specific security product.
T1190,"Attacker has targeted publicly facing web servers, with both automatic and manual vulnerability discovery."
T1620,Software loaded the payload into memory using PowerShell.
T1105,Software has the ability to download files from C2.
T1140,Attacker downloads encoded payloads and decodes them on the victim.
T1091,Attacker has used a dropper that employs a worm infection strategy using a removable device to breach a secure network environment.
T1041,Software can exfiltrate collected data to its C2 server.
T1043,Software operates over ports 21 and 20.
T1005,Software creates a backdoor through which remote attackers can obtain data from local systems.
T1106,Software's first stage has been executed by a call to <code>CreateProcess</code> with the decryption password in an argument. Software has used a call to <code>LoadLibrary</code> to load its installer.
T1095,An Attacker downloader establishes SOCKS5 connections for its initial C2.
T1140,Software can use XOR 0x45 to decrypt obfuscated code.
T1614,"Adversaries may attempt to infer the location of a system using various system checks, such as time zone, keyboard layout, and/or language settings."
T1486,Software has encrypted files and disks using AES-128-CBC and RSA-2048.
T1106,Software can use <code>RegOpenKeyW</code> to access the Registry.
T1552,).
T1106,Software has used several built-in API functions for discovery like GetIpNetTable and NetShareEnum.
T1041,Software can upload files over the C2 channel from the infected host.
T1083,Software’s data wiper component enumerates specific files on all the Windows drives.
T1111,Capturing token input  may provide temporary access (i.e.
T1490,Software can can remove all system restore points.
T1113,Software takes screenshots of windows of interest.
T1105,Software can download and upload files to and from the victim’s machine.
T1126,Windows shared drive and  connections can be removed when no longer needed.
T1486,Software has leveraged the CryptoPP C++ library to encrypt files on target systems using AES and appended filenames with `.enc`.
T1113,Software has the ability to take screenshots.
T1590,Attacker gathered the fully qualified domain names  for targeted Exchange servers in the victim's environment.
T1555,Attacker has used the Stealer One credential stealer to target e-mail and file transfer utilities including FTP.
T1049,Software can use the <code>GetExtendedTcpTable</code> function to retrieve information about established TCP connections.
T1112,Software can write to the Registry under the <code>%windir%</code> variable to execute tasks.
T1057,Software may gather a list of running processes by running <code>tasklist /v</code>.
T1105,Software has download files from its C2 server.
T1190,"Attacker has compromised networks by exploiting Internet-facing applications, including vulnerable Microsoft Exchange and SharePoint servers."
T1012,"During , the threat actors executed `/c cd /d c:\windows\temp\ & reg query HKEY_CURRENT_USER\Software\<username>\PuTTY\Sessions\` to detect recent PuTTY sessions, likely to further lateral movement."
T1656,"For example, adversaries may communicate with victims , , or ) while impersonating a known sender such as an executive, colleague, or third-party vendor."
T1043,Software checks to see if an SSH server is listening on port 22.
T1005,Software creates a backdoor through which remote attackers can retrieve files.
T1012,Software has a data wiper component that enumerates keys in the Registry <code>HKEY_LOCAL_MACHINE\SYSTEM\CurrentControlSet\Services</code>.
T1596,"Information about victims may be available in online databases and repositories, such as registrations of domains/certificates as well as public collections of network data/artifacts gathered from traffic and/or scans."
T1111,Attacker has used a proprietary tool to intercept one time passwords required for two-factor authentication.
T1033,Software can collect the user name from a compromised host.
T1599,Devices such as routers and firewalls can be used to create boundaries between trusted and untrusted networks.
T1030,"Software can upload a file via HTTP POST response to the C2 split into 102,400-byte portions. Software can also download data from the C2 which is split into 81,920-byte portions."
T1068,Attacker has exploited CVE-2021-1732 for privilege escalation.
T1010,Software has the ability to discover application windows via execution of `EnumWindows`.
T1140,Software can decrypt its payload prior to execution.
T1005,Software has collected information from a compromised host.
T1049,"Software has a built-in utility command for <code>netstat</code>, can do net session through PowerView, and has an interactive shell which can be used to discover additional information."
T1105,Software can be used to download files from a given URL.
T1570,Attacker RPC backdoors can be used to transfer files to/from victim machines on the local network.
T1016,Attacker used an HTTP malware variant and a Port 22 malware variant to collect the MAC address and IP address from the victim’s machine.
T1057,Software utility to list processes running on systems.
T1082,"Software gathers system information, network addresses, disk type, disk free space, and the operation system version."
T1486,Software encrypts victim files using RSA-2048 encryption and demands a ransom be paid in Bitcoin to decrypt those files.
T1001,Software has used encoded data within subdomains as AES ciphertext to communicate from the host to the C2.
T1012,Software has used `check_registry_keys` as part of its environmental checks.
T1158,Users must explicitly ask to show the hidden files either via a series of Graphical User Interface  prompts or with command line switches .
T1131,Software can use Windows Authentication Packages for persistence.
T1082,Software collects hard drive content and system configuration information.
T1105,"During , the threat actors downloaded additional malware and malicious scripts onto a compromised host."
T1135,Software can identify remote file shares for encryption.
T1082,"Software checks for information on the CPU fan, temperature, mouse, hard disk, and motherboard as part of its anti-VM checks."
T1135,Software discovers shares on the network
T1105,Software is designed to download an implant from a C2 server.
T1057,Software has the ability to enumerate loaded modules for a process..
T1568,During the Attacker used dynamic DNS resolution to construct and resolve to randomly-generated subdomains for C2.
T1110,During Attacker performed brute force attacks against administrator accounts.
T1480,Software only replaces SolarWinds Orion source code if the MD5 checksums of both the original source code file and backdoored replacement source code match hardcoded values.
T1175,Please use  and .
T1041,Software has exfiltrated data over its C2 channel.
T1082,Software checks the victim OS version after executing to determine where to drop files based on whether the victim is 32-bit or 64-bit.
T1041,Software can exfiltrate stolen information over its C2.
T1090,Software has the ability to proxy communications with command and control  servers.
T1082,Software has the capability to execute ver and systeminfo commands.
T1083,Software has the ability to gather metadata from a file and to search for file and directory names.
T1190,Attacker has compromised targeted organizations through exploitation of CVE-2021-31207 in Exchange.
T1041,Software exfiltrates data over the same channel used for C2.
T1057,Software can use <code>tasklist</code> to gather information about the process running on the infected system.
T1016,Software can enumerate victims' local and external IPs when registering with C2.
T1006,"Utilities, such as `NinjaCopy`, exist to perform these actions in PowerShell."
T1539,"Software can harvest cookies from Internet Explorer, Edge, Chrome, and Naver Whale browsers."
T1086,"Adversaries can use PowerShell to perform a number of actions, including discovery of information and execution of code."
T1134,An adversary can use built-in Windows API functions to copy access tokens from existing processes; this is known as token stealing.
T1144,This completely bypasses the built-in Gatekeeper check.
T1095,Software can forward TCP packets between the C2 and a remote host.
T1090,Attacker has used Fast Reverse Proxy  for RDP traffic.
T1033,"An Attacker downloader uses the Windows command <code>""cmd.exe"" /C whoami</code> to verify that it is running with the elevated privileges of “System.”"
T1083,Software has the ability to retrieve a list of files in a given directory as well as drives and drive types.
T1140,Software has the ability to decrypt the loader configuration and payload DLL.
T1042,The various commands are then listed as subkeys underneath the shell key at <code>HKEY_CLASSES_ROOT\\shell\\command</code>.
T1591,"Gathering this information may reveal opportunities for other forms of reconnaissance  or ), establishing operational resources  or ), and/or initial access  or )."
T1555,"Attacker used several tools for retrieving login and password information, including LaZagne."
T1183,"An example where the evil.exe process is started when notepad.exe exits: 

* <code>reg add ""HKLM\SOFTWARE\Microsoft\Windows NT\CurrentVersion\Image File Execution Options\notepad.exe"" /v GlobalFlag /t REG_DWORD /d 512</code>
* <code>reg add ""HKLM\SOFTWARE\Microsoft\Windows NT\CurrentVersion\SilentProcessExit\notepad.exe"" /v ReportingMode /t REG_DWORD /d 1</code>
* <code>reg add ""HKLM\SOFTWARE\Microsoft\Windows NT\CurrentVersion\SilentProcessExit\notepad.exe"" /v MonitorProcess /d ""C:\temp\evil.exe""</code>

Similar to , these values may be abused to obtain persistence and privilege escalation by causing a malicious executable to be loaded and run in the context of separate processes on the computer."
T1041,Software has exfiltrated data over the C2 channel.
T1027,Software uses encrypted Windows APIs and also encrypts data using the alternative base64+RC4 or the Caesar cipher.
T1016,Software collects the network adapter information and domain/username information based on current remote sessions.
T1649,"These abuses may also enable  via stealing or forging certificates that can be used as  for the duration of the certificate's validity, despite user password resets."
T1620,Software has reflectively loaded payloads into memory.
T1610,"In Kubernetes environments, an adversary may attempt to deploy a privileged or vulnerable container into a specific node in order to  and access other containers running on the node."
T1012,"Software has the ability to enumerate Registry keys, including <code>KEY_CURRENT_USER\Software\Bitcoin\Bitcoin-Qt\strDataDir</code> to search for a bitcoin wallet."
T1007,Software can search for modifiable services that could be used for privilege escalation.
T1527,With an OAuth access token an adversary can use the user-granted REST API to perform functions such as email searching and contact enumeration.
T1112,Attacker uses a batch file that modifies Registry keys to launch a DLL into the svchost.exe process.
T1027,Software obfuscates some commands by using statically programmed fragments of strings when starting a DLL. It also uses a one-byte xor against 0x91 to encode configuration data.
T1528,An application desiring access to cloud-based services or protected APIs can gain entry using OAuth 2.0 through a variety of authorization protocols.
T1190,"Attacker has exploited CVE-2021-44228 in Log4j and CVE-2021-26855, CVE-2021-26857, CVE-2021-26858, and CVE-2021-27065  to compromise on-premises versions of Microsoft Exchange Server."
T1140,Software deobfuscates its code.
T1082,Software has the ability to list local drives and enumerate the OS architecture.
T1018,Attacker has likely obtained a list of hosts in the victim environment.
T1003,Software steals credentials from its victims.
T1016,Software can obtain the victim IP address.
T1008,"Software has sent data over HTTP if FTP failed, and has also used a fallback server."
T1082,"Attacker has searched for system version, architecture, disk partition, logical volume, and hostname information."
T1140,Software can decrypt downloaded modules prior to execution.
T1082,Software can collect CPU and architecture information from the victim’s machine.
T1151,Adversaries can hide a program's true filetype by changing the extension of a file.
T1033,Software runs tests to determine the privilege level of the compromised user.
T1622,Software checks the <code>BeingDebugged</code> flag in the PEB structure during execution to identify if the malware is being debugged.
T1082,Software collects endpoint information using the <code>systeminfo</code> command.
T1614,Adversaries may gather information in an attempt to calculate the geographical location of a victim host.
T1083,Software has checked for the existence of specific files including <code>/usr/sbin/setenforce</code> and <code> /etc/selinux/config</code>. It also has the ability to monitor the cryptocurrency miner file and process.
T1112,"Other tools may also be used, such as a remote access tool, which may contain functionality to interact with the Registry through the Windows API."
T1174,Any potential changes cannot take effect until every registered filter acknowledges validation.
T1218,"Binaries used in this technique are often Microsoft-signed files, indicating that they have been either downloaded from Microsoft or are already native in the operating system."
T1070,Software can delete created registry keys as part of its cleanup procedure.
T1142,"The <code>security</code> command-line utility, which is built into macOS by default, provides a useful way to manage these credentials."
T1008,Software can assign hard-coded fallback domains for C2.
T1082,Software has the ability to query device information.
T1497,"During , the threat actors used droppers that would run anti-analysis checks before executing malware on a compromised host."
T1059,Attacker has used the command-line interface for execution.
T1027,The Software source code is embedded in the dropper as an encrypted string.
T1083,Software has commands to enumerate all storage devices and to find all files that start with a particular string.
T1049,"Utilities and commands that acquire this information include Software, ""net use,"" and ""net session"" with Software."
T1085,Double-clicking a .cpl file also causes rundll32.exe to execute.
T1531,Software has changed user account passwords and logged users off the system.
T1082,"Software has the capability to collect the computer name, language settings, the OS version, CPU information, disk devices, and time elapsed since system start."
T1034,One example of this was the use of a copy of Software in the current working directory of a vulnerable application that loads a CMD or BAT file with the CreateProcess function.
T1083,"Software searches for variety of user files by file extension before encrypting them using RSA and AES, including Office, PDF, image, audio, video, source code, archive/compression format, and key and certificate files."
T1560,Attacker has encrypted files and information before exfiltration.
T1490,Software can delete shadow volumes.
T1034,The search order differs depending on the method that is used to execute the program.
T1113,Software is capable of taking screenshots.
T1033,Software can obtain the name of the logged-in user on the victim.
T1123,Audio files may be written to disk and exfiltrated later.
T1192,"In this case, the malicious emails contain links."
T1016,Software can identify the IP address of a victim machine.
T1083,"Software has looked for files in the user's home directory with ""wallet"" in their name using <code>find</code>."
T1005,Software can upload files from compromised hosts.
T1172,"For example, if domain-x and domain-y are customers of the same CDN, it is possible to place domain-x in the TLS header and domain-y in the HTTP header."
T1106,Software has the ability to call Windows APIs.
T1082,"Software has commands to get information about the victim's name, build, version, serial number, and memory usage."
T1043,"Software calls back to the C2 server over ports 53, 80, and 443."
T1593,Adversaries may search in different online sites depending on what information they seek to gather.
T1156,User shells execute several configuration scripts at different points throughout the session based on events.
T1036,Attacker has renamed the WinRAR utility to avoid detection.
T1112,Software has modified the registry key “SOFTWARE\Microsoft\Windows\CurrentVersion\Policies\System” and added the ransom note.
T1176,"Depending on the browser, adversaries may also manipulate an extension's update url to install updates from an adversary controlled server or manipulate the mobile configuration file to silently install additional extensions."
T1057,Software verifies the deletion of volume shadow copies by checking for the existence of the process ID related to the process created to delete these items.
T1112,Software has modified Registry values to store encrypted orchestrator code and payloads.
T1083,"Attacker has searched the entire target system for DOC, DOCX, PPT, PPTX, XLS, XLSX, and PDF files."
T1060,Registry run key entries can reference programs directly or list them as a dependency.
T1025,Software can collect jpeg files from connected MTP devices.
T1040,"An adversary may place a network interface into promiscuous mode to passively access data in transit over the network, or use span ports to capture a larger amount of data."
T1119,"Methods for performing this technique could include use of a  to search for and copy information fitting set criteria such as file type, location, or name at specific time intervals."
T1482,Software can use Software tools to obtain information about the domain.
T1527,"Once identity is established, the token allows actions to be authorized, without passing the actual credentials of the user."
T1031,creates a Registry entry modifying the Logical Disk Manager service to point to a malicious DLL dropped to disk.
T1105,Attacker has a tool that can copy files to remote machines.
T1486,Software.
T1105,Software can download files onto compromised systems.
T1574,One of Software can replace the normal flow of a program execution with malicious code.
T1078,Attacker has used compromised credentials to obtain unauthorized access to online accounts.
T1561,A complete wipe of all disk sectors may be attempted.
T1057,"Software can enumerate processes, including properties to determine if they have the Common Language Runtime  loaded."
T1115,Software collects text from the clipboard.
T1158,"To prevent normal users from accidentally changing special files on a system, most operating systems have the concept of a ‘hidden’ file."
T1194,"A common example is to build rapport with a target via social media, then send content to a personal webmail service that the target uses on their work computer."
T1142,"If an adversary knows the credentials for the login keychain, then they can get access to all the other credentials stored in this vault."
T1008,Software malware contains a secondary fallback command and control server that is contacted after the primary command and control server.
T1078,Attacker has used valid credentials with various services during lateral movement.
T1112,Software has the ability to add a Class ID in the current user Registry hive to enable persistence mechanisms.
T1113,Software is capable of capturing screenshots of the victim's machine.
T1493,"For complex systems, an adversary would likely need special expertise and possibly access to specialized software related to the system that would typically be gained through a prolonged information gathering campaign in order to have the desired impact."
T1040,Software can sniff network traffic to look for packets matching specific conditions.
T1178,The Windows security identifier  is a unique value that identifies a user or group account.
T1082,Software can retrieve OS name/architecture and computer/domain name information from compromised hosts.
T1653,Adversaries may also extend system lock screen timeout settings.
T1049,Software executes the <code>netstat -ano</code> command.
T1021,"If an adversary is able to obtain a set of valid domain credentials, they could login to many different machines using remote access protocols such as secure shell  or remote desktop protocol ."
T1527,Direct API access through a token negates the effectiveness of a second authentication factor and may be immune to intuitive countermeasures like changing passwords.
T1124,"Software creates a log file for capturing keylogging, clipboard, and related data using the victim host's current date for the filename. Software queries victim system epoch time during execution. Software captures system time information as part of automated profiling on initial installation."
T1082,"Software has collected from a victim machine the system name, processor information, OS version, and disk information, including type and free space available."
T1140,Software has decrypted files and payloads using a XOR-based algorithm.
T1490,Software can delete Windows Volume Shadow Copies using <code>vssadmin</code>.
T1090,Software can be used to set up a proxy tunnel to allow remote host access to an infected host.
T1001,POWRUNER can use base64 encoded C2 communications.
T1094,A Software variant uses fake TLS to communicate with the C2 server.
T1149,"**

As of OS X 10.8, mach-O binaries introduced a new header called LC_MAIN that points to the binary’s entry point for execution."
T1504,"For example, there can be different profiles for PowerShell host programs such as the PowerShell console, PowerShell ISE or Visual Studio Code."
T1082,"Software conducts multiple system checks and includes these in subsequent ""heartbeat"" messages to the malware's command and control server."
T1016,Software can determine the public IP and location of a compromised host.
T1140,Adversaries may use  to hide artifacts of an intrusion from analysis.
T1112,Software can set a Registry key to determine how long it has been installed and possibly to indicate the version number.
T1518,Software has the ability to identify installed programs on a compromised host.
T1043,Attacker used TCP port 21 for C2.
T1041,Software can upload files from a compromised host over its C2 channel.
T1033,Software has the ability to identify the users on a compromised host.
T1559,Software can listen over the Unix domain socket located at `/data/runtime/cockpit/wd.fd`.
T1059,Software has a command to launch a remote shell and executes commands on the victim’s machine.
T1190,"During , the threat actors exploited VMWare Horizon Unified Access Gateways that were vulnerable to several Log4Shell vulnerabilities, including CVE-2021-44228, CVE-2021-45046, CVE-2021-45105, and CVE-2021-44832."
T1113,Software can take JPEG screenshots of an infected system.
T1049,Cloud providers may have different ways in which their virtual networks operate.
T1100,"APT34 has frequently used Web shells, often to maintain access to a victim network."
T1115,Software collects data from the clipboard.
T1584,"Additionally, adversaries may also compromise infrastructure to support  and/or proxyware services."
T1083,Software searches for the Kubernetes config file and other related files using a regular expression.
T1553,Adversaries may conduct  or  in support of subverting these controls.
T1041,Software can exfiltrate files via the C2 channel.
T1665,This may also bypass security measures relying on geolocation of the source IP address.
T1033,Software can collect the username on a targeted system.
T1105,"For example, by compromising a cloud account and logging into the service's web portal, an adversary may be able to trigger an automatic syncing process that transfers the file onto the victim's machine."
T1005,Software can use its `Get` command to exfiltrate specified files from the compromised system.
T1070,Various artifacts may be created by an adversary or something that can be attributed to an adversary’s actions.
T1112,A Attacker tool has created new Registry keys under `HKEY_CURRENT_USER\Software\Classes\` and `HKLM\SYSTEM\CurrentControlSet\services`.
T1056,"Software has used a compromised SSH client to capture the hostname, port, username and password used to establish an SSH connection from the compromised host."
T1115,Software can steal data from the victim’s clipboard.
T1057,Software can identify processes associated with analytical tools.
T1067,"A bootkit is a malware variant that modifies the boot sectors of a hard drive, including the Master Boot Record  and Volume Boot Record ."
T1063,"Adversaries may attempt to get a listing of security software, configurations, defensive tools, and sensors that are installed on the system."
T1557,"For example, adversaries may manipulate victim DNS settings to enable other malicious activities such as preventing/redirecting users from accessing legitimate sites and/or pushing additional malware."
T1609,Software through the kubelet API run command and by executing commands on running containers.
T1219,Installation of many remote access software may also include persistence ).
T1537,Such transfers may utilize existing cloud provider APIs and the internal address space of the cloud provider to blend into normal traffic or avoid data transfers over external network interfaces.
T1140,Software has been used to decode binaries hidden inside certificate files as Base64 information.
T1094,Attacker has used the Intel® Active Management Technology  Serial-over-LAN  channel for command and control.
T1119,"For all non-removable drives on a victim, Software executes automated collection of certain files for later exfiltration."
T1036,"Software has, upon execution, displayed a message box that appears to be related to a Ukrainian electronic document management system."
T1140,Attacker tools decrypted additional payloads from the C2. Attacker has also decoded base64-encoded source code of a downloader.
T1106,Software used the <code>CreateFileW</code> API function with read permissions to access downloaded payloads.
T1083,"Attacker has used a file stealer that checks the Document, Downloads, Desktop, and Picture folders for documents and images with specific extensions."
T1042,The entries point to a handler for that extension located at <code>HKEY_CLASSES_ROOT\</code>.
T1083,Software searches for specific directories on the victim’s machine.
T1112,Software can perform Registry operations.
T1105,Attacker has downloaded tools and malware onto a compromised system.
T1005,Attacker will identify Microsoft Office documents on the victim's computer.
T1140,Attacker has used weaponized DLLs to load and decrypt payloads.
T1080,"It uses  of directory .LNK files that use  to look like the real directories, which are hidden through ."
T1503,Adversaries may acquire credentials from web browsers by reading files specific to the target browser.
T1027,These payloads may be used during Initial Access or later to mitigate detection.
T1156,"For macOS, the functionality of this technique is similar but leverages zsh, the default shell for macOS 10.15+."
T1057,Software can monitor processes for open browsers and custom banking applications.
T1018,Software uses the <code>net view</code> command for discovery.
T1486,"To maximize impact on the target organization, malware designed for encrypting data may have worm-like features to propagate across a network by leveraging other attack techniques like , , and ."
T1091,Software variants used the Windows AUTORUN feature to spread through USB propagation.
T1018,Software can enumerate and map ICS-specific systems in victim environments.
T1082,Tools such as Software can be used to gather detailed system information.
T1113,"Attacker has performed screen captures of victims, including by using a tool, scr.exe ."
T1203,Attacker has exploited Microsoft Office vulnerability CVE-2017-11882.
T1105,Software has the ability to download payloads containing system commands to a compromised host.
T1029,"When scheduled exfiltration is used, other exfiltration techniques likely apply as well to transfer the information out of the network, such as  or ."
T1619,"Similar to  on a local host, after identifying available storage services (i.e."
T1113,Dragonfly has performed screen captures of victims.
T1033,Attacker used the command <code>query user</code> on victim hosts.
T1217,"Specific storage locations vary based on platform and/or application, but browser information is typically stored in local files and databases ."
T1485,Software can corrupt files by overwriting the first 1 MB with `0xcc` and appending random extensions.
T1055,Software injects into a newly spawned process created from a native Windows executable.
T1058,"The information stored under a service's Registry keys can be manipulated to modify a service's execution parameters through tools such as the service controller, sc.exe, Software."
T1210,A common goal for post-compromise exploitation of remote services is for lateral movement to enable access to a remote system.
T1497,Software has the ability to perform anti-sandboxing and anti-virtualization checks.
T1052,"In certain circumstances, such as an air-gapped network compromise, exfiltration could occur via a physical medium or device introduced by a user."
T1083,"A version of Software searches for filenames created with a previous version of the malware, suggesting different versions targeted the same victims and the versions may work together."
T1033,Attacker has executed the command `quser` to display the session details of a compromised machine.
T1599,Adversaries may also target internal devices responsible for network segmentation and abuse these in conjunction with  to achieve the same goals.
T1502,Explicitly assigning the PPID may also enable  .
T1490,Software disable recovery options and deletes shadow copies from the victim.
T1185,"This does not alter the user's traffic in any way, and the proxy connection can be severed as soon as the browser is closed."
T1049,"Software has used the ""WNetOpenEnumW"", ""WNetEnumResourceW”, “WNetCloseEnum” and “WNetAddConnection2W” functions to enumerate the network resources on the infected machine."
T1083,Software can enumerate files and directories just prior to encryption.
T1113,Software has the ability to take screen captures.
T1132,Adversaries may encode data to make the content of command and control traffic more difficult to detect.
T1014,Software.
T1005,Software to stage documents before exfiltration.
